F1,F1_CI,ACC,ACC_CI,REC,REC_CI,PREC,PREC_CI
0.6315789473684211,0.02,0.6888888888888889,0.02,0.7058823529411765,0.02,0.5714285714285714,0.02
0.4117647058823529,0.02,0.5555555555555556,0.02,0.4117647058823529,0.02,0.4117647058823529,0.02
0.4324324324324324,0.02,0.5333333333333333,0.02,0.47058823529411764,0.02,0.4,0.02
0.48780487804878053,0.02,0.5333333333333333,0.02,0.5882352941176471,0.02,0.4166666666666667,0.02
