F1,F1_CI,ACC,ACC_CI,REC,REC_CI,PREC,PREC_CI
0.6486486486486486,0.0,0.7111111111111111,0.0,0.7058823529411765,0.0,0.6,0.0
0.4117647058823529,0.0,0.5555555555555556,0.0,0.4117647058823529,0.0,0.4117647058823529,0.0
0.4444444444444444,0.0,0.5555555555555556,0.0,0.47058823529411764,0.0,0.42105263157894735,0.0
0.5,0.0,0.5555555555555556,0.0,0.5882352941176471,0.0,0.43478260869565216,0.0
